is_start_seg,is_last_seg,prev_is_right_turn,prev_is_left_turn,prev_is_straight,prev_angles,prev_pivot_off,prev_actual_length,prev_direct_length,prev_directed_hausdorff,seg_is_right_turn,seg_is_left_turn,seg_is_straight,seg_angles,seg_pivot_off,seg_actual_length,seg_direct_length,next_is_right_turn,next_is_left_turn,next_is_straight,next_angles,next_pivot_off,next_actual_length,next_direct_length,next_directed_hausdorff,safety
0,0,1,0,0,120,42,351.74673971406935,290.98453567157134,9.396042389064581,0,0,1,0,0,50.0,50.0,0,1,0,-75,22,115.15518264448704,107.1420115055348,12.95847077154643,safe
0,0,0,1,0,-60,37,154.93606392167342,148.0,31.315122728237423,0,1,0,-75,17,88.98355022528544,82.791554345186,1,0,0,30,42,87.93668492851738,86.96319915444698,64.6706823894077,safe
0,0,1,0,0,120,17,142.3736803604567,117.77945491468364,43.433222205281886,1,0,0,60,32,133.99875798631217,128.0,0,1,0,-120,17,142.3736803604567,117.77945491468364,99.75219184052679,safe
0,0,0,1,0,-15,47,49.202668948099,49.07784827473939,7.704426192101178,0,1,0,-15,12,12.562383561216766,12.530514453124953,1,0,0,75,47,246.013344740495,228.89429730727898,7.1636570314372285,safe
0,0,1,0,0,45,2,6.281191780608383,6.1229349178414365,65.92575093406832,0,1,0,-30,32,66.99937899315609,66.25767554624531,1,0,0,90,37,232.40409588251018,209.3036072312181,31.238625249262363,safe
0,0,0,1,0,-15,37,38.734015980418356,38.63575289713527,10.442095377604124,0,1,0,-15,47,49.202668948099,49.07784827473939,0,1,0,-30,42,87.93668492851738,86.96319915444698,5.221047688802064,safe
1,0,0,0,0,-1,-1,-1.0,-1.0,-1.0,0,0,1,0,0,50.0,50.0,1,0,0,30,22,46.06207305779482,45.55215193804365,13.807588558253126,safe
0,0,1,0,0,75,37,193.67007990209183,180.1933829865813,191.55996987105212,0,1,0,-105,32,234.4978264760464,203.0984551145562,0,0,1,0,0,90.0,90.0,170.34356005175067,safe
0,0,0,1,0,-75,7,36.64028538688224,34.09064002448835,314.80925443585386,1,0,0,120,47,393.6213515847922,325.6255518229491,0,1,0,-60,37,154.93606392167342,148.0,304.70735956346874,safe
0,0,0,0,1,0,0,70.0,70.0,227.4818674092509,0,1,0,-90,47,295.21601368859405,265.87214972614186,1,0,0,30,22,46.06207305779482,45.55215193804365,252.61063730041772,safe
0,0,0,0,1,0,0,50.0,50.0,24.016819368489493,0,1,0,-15,22,23.03103652889741,22.972609830729084,0,0,1,0,0,50.0,50.0,24.016819368489493,safe
0,0,0,1,0,-15,2,2.093730593536128,2.088419075520825,46.89595406754962,0,0,1,0,0,50.0,50.0,1,0,0,105,32,234.4978264760464,203.0984551145562,10.654705455968877,safe
0,0,0,0,1,0,0,30.0,30.0,201.05477784869169,1,0,0,75,47,246.013344740495,228.89429730727898,0,1,0,-30,2,4.187461187072255,4.141104721640332,220.2979153607011,safe
1,0,0,0,0,-1,-1,-1.0,-1.0,-1.0,1,0,0,90,12,75.3743013673006,67.88225099390854,0,1,0,-45,47,147.608006844297,143.88897056927377,48.112603142640275,safe
0,1,0,1,0,-75,22,115.15518264448704,107.1420115055348,183.5055307544139,1,0,0,105,32,234.4978264760464,203.0984551145562,0,0,0,-1,-1,-1.0,-1.0,-1.0,safe
0,0,0,1,0,-90,27,169.59217807642636,152.73506473629425,209.06182204417632,1,0,0,90,42,263.8100547855521,237.58787847867995,0,1,0,-75,22,115.15518264448704,107.1420115055348,212.1377372427692,safe
0,0,0,0,1,0,0,50.0,50.0,148.54769269264625,0,1,0,-75,37,193.67007990209183,180.1933829865813,1,0,0,60,2,8.37492237414451,7.999999999999999,183.52683106719402,safe
0,0,0,0,1,0,0,70.0,70.0,33.09580310058877,1,0,0,30,37,77.46803196083674,76.61043735034613,0,0,1,0,0,70.0,70.0,33.09580310058877,safe
